Voter File VANID,Sex,YEARXXScoreSName,DemPartySup2,NatTO,2020:CivSpan,2020:VolProp,TDPPartisan,BRResearchBetoSuppor,BRResearchBetoTurnou,DNCDemPartySupportV1,TO2022,Age,RaceName,PrecinctName
21819,M,25.77,55.26,90.07,0.95,,33.02,58.8,19.46,55.69,30.31,51.0,,644.0
21820,F,20.67,79.42,67.92,3.21,43.0,89.14,59.88,43.52,78.98,53.09,37.0,,991.0
21821,F,52.94,96.0,99.28,0.07,22.0,99.29,96.79,82.53,96.79,90.15,37.0,,991.0
21822,F,49.72,94.83,97.67,3.54,93.0,99.45,98.75,77.18,97.26,86.85,34.0,,603.0
21823,F,52.94,88.61,64.85,10.25,68.0,85.13,61.87,58.14,88.7,64.43,65.0,,619.0
21824,M,56.65,81.02,78.14,0.08,,86.14,68.05,84.8,69.36,76.58,77.0,,143.0
21825,F,49.72,94.95,88.19,0.21,76.0,95.28,96.27,76.05,93.77,84.01,45.0,,1055.0
21826,F,18.9,60.37,15.8,10.44,,50.26,42.77,12.15,59.28,14.47,36.0,,639.0
21827,M,70.26,36.16,92.47,0.04,,36.6,34.5,80.5,55.94,80.54,46.0,,362.0
21828,F,43.46,86.57,31.72,0.07,79.0,80.91,86.6,57.55,70.7,58.4,54.0,,331.0
21829,M,56.65,92.43,97.96,0.1,59.0,96.91,98.38,79.22,93.2,83.38,47.0,,362.0
21830,F,58.47,79.24,89.68,0.07,,60.93,40.67,65.28,61.67,71.95,48.0,,906.0
21831,F,61.89,85.6,84.73,0.28,42.0,94.78,90.4,69.1,93.41,73.45,46.0,,619.0
21832,F,69.8,77.47,74.71,0.49,87.0,85.31,94.27,70.8,71.16,73.94,41.0,,619.0
21833,F,59.11,56.17,37.07,0.87,,46.94,40.65,9.69,50.2,9.87,46.0,,906.0
21834,F,17.93,96.03,99.21,0.32,69.0,98.74,98.7,95.6,96.32,95.22,64.0,,862.0
21835,M,41.04,80.62,64.13,0.2,,75.4,81.3,48.79,61.97,64.95,48.0,,1055.0
21836,M,25.77,77.29,96.68,0.04,,91.02,62.11,87.4,81.66,78.28,24.0,,362.0
21837,F,28.43,80.29,59.33,0.11,,52.98,38.82,11.3,74.83,22.88,58.0,,1111.0
21838,F,26.91,41.05,43.16,0.17,,57.61,40.23,32.0,53.25,50.3,25.0,,362.0
21839,F,37.16,52.58,33.31,0.06,,54.95,49.8,13.3,62.04,16.46,29.0,,362.0
21840,M,34.36,69.92,20.98,0.07,82.0,68.32,57.62,10.37,65.06,27.59,61.0,,331.0
21841,M,28.57,58.75,95.76,0.02,52.0,69.07,94.96,74.8,73.93,82.53,26.0,,362.0
21842,M,28.43,80.37,7.3,0.07,,49.89,55.32,10.8,79.09,5.68,25.0,,1055.0
21843,M,41.04,63.88,28.08,0.09,,39.77,43.25,10.3,53.45,9.46,32.0,,362.0
21844,F,43.46,79.07,71.1,0.05,91.0,86.92,47.79,81.8,80.63,69.61,65.0,,362.0
21845,F,29.12,44.89,79.54,0.37,,64.1,48.75,56.1,51.7,75.56,30.0,,803.0
21846,F,35.04,71.08,30.27,0.16,70.0,49.39,43.28,40.68,61.48,55.23,41.0,,1102.0
21847,F,25.58,85.38,91.29,0.07,,94.0,94.98,87.4,86.75,76.78,24.0,,803.0
21848,M,51.94,85.51,97.45,0.14,82.0,96.29,98.73,95.3,88.45,96.03,62.0,,803.0
21849,F,34.36,50.6,66.94,4.83,46.0,74.86,75.16,31.96,60.73,31.79,24.0,,901.0
21850,F,20.67,65.41,30.26,2.13,62.0,68.26,42.91,9.18,66.14,10.16,25.0,,1078.0
21851,F,20.44,63.41,54.0,0.07,54.0,68.44,63.07,33.23,62.1,50.72,24.0,,1078.0
21852,F,52.94,54.55,96.81,0.11,,59.2,16.55,79.3,63.99,77.34,42.0,,906.0
21853,M,23.27,88.45,87.7,0.03,26.0,91.81,84.47,68.13,81.59,71.5,34.0,,901.0
21854,F,31.09,89.45,44.93,0.61,86.0,94.77,86.82,45.9,90.85,6.42,52.0,Caucasian,751.0
21855,F,28.43,89.34,95.69,51.57,72.0,96.59,90.57,80.66,94.4,83.03,58.0,Hispanic,751.0
21856,F,49.72,93.61,99.41,0.04,99.0,95.73,99.17,94.9,91.83,96.4,59.0,African-American,862.0
21857,F,52.94,89.46,98.88,0.04,69.0,97.75,97.48,96.1,90.1,97.41,74.0,Caucasian,862.0
21858,F,70.26,96.52,99.62,0.06,81.0,98.61,96.17,95.0,95.69,91.5,60.0,African-American,862.0
21859,F,43.13,96.38,79.89,0.02,88.0,97.99,94.97,86.0,93.06,88.42,49.0,Caucasian,751.0
21860,F,18.9,86.27,85.21,22.49,49.0,98.77,75.1,76.24,94.82,77.08,64.0,Hispanic,1078.0
21861,M,43.46,82.13,42.15,0.03,76.0,90.45,71.02,49.59,82.56,63.1,44.0,African-American,751.0
21862,F,18.9,90.3,98.82,0.06,43.0,97.35,96.26,96.0,91.03,90.28,75.0,Caucasian,1102.0
21863,F,25.58,85.44,18.2,8.88,23.0,86.27,53.13,13.09,87.89,8.63,49.0,Hispanic,901.0
21864,M,33.7,64.54,38.05,0.28,,68.32,71.13,33.23,67.28,43.98,25.0,,547.0
21865,M,33.7,70.44,11.99,0.29,81.0,64.11,45.9,11.73,53.9,14.72,33.0,,119.0
21866,F,20.67,70.79,26.22,0.08,,82.7,95.73,73.9,63.84,66.02,25.0,,1111.0
21867,F,34.36,81.34,96.76,0.21,,94.79,94.98,91.5,81.92,90.36,37.0,,991.0
21868,M,22.85,82.87,22.7,8.94,68.0,96.83,48.1,9.18,86.54,8.85,38.0,,143.0
21869,M,13.71,67.34,22.54,6.16,16.0,65.68,46.04,27.2,54.77,48.94,25.0,,991.0
21870,M,56.65,82.78,8.67,0.51,62.0,68.76,41.13,10.37,81.7,2.13,76.0,,143.0
21871,M,49.72,82.38,99.14,0.05,,93.61,98.37,89.4,82.31,82.24,30.0,,991.0
21872,F,49.92,89.38,51.15,0.42,30.0,73.96,63.8,18.79,85.26,15.58,29.0,,511.0
21873,F,13.71,72.51,81.7,31.75,93.0,75.02,58.89,65.62,60.85,70.12,36.0,,991.0
21874,F,28.43,58.98,76.3,2.18,,73.61,55.03,52.11,52.98,72.27,24.0,Uncoded,624.0
21875,M,25.58,66.68,10.43,31.37,81.0,64.5,41.61,44.03,75.43,48.58,51.0,,991.0
21876,F,25.77,96.86,87.48,0.34,43.0,98.07,94.83,74.29,97.5,78.41,25.0,,1078.0
21877,M,58.47,61.45,79.72,0.2,,55.27,40.39,40.8,50.76,60.44,44.0,,511.0
21878,F,34.36,78.76,55.78,6.9,72.0,80.85,72.08,63.5,73.19,68.03,32.0,,991.0
21879,F,35.04,96.19,76.26,0.01,74.0,95.44,98.92,62.81,86.0,74.55,25.0,,511.0
21880,F,35.94,86.09,66.2,4.36,85.0,85.02,70.02,68.0,78.41,65.98,43.0,,991.0
21881,F,46.19,53.46,50.01,0.05,85.0,60.41,47.93,38.0,67.93,59.64,40.0,,119.0
21882,F,56.65,91.67,84.1,0.03,88.0,83.94,97.26,79.1,73.97,77.12,32.0,Uncoded,720.0
21883,F,40.43,83.69,64.16,26.44,85.0,96.09,84.25,70.72,88.83,75.42,50.0,,547.0
21884,M,34.36,48.7,25.95,12.34,39.0,44.32,35.56,9.95,57.64,6.57,51.0,,991.0
21885,F,49.92,88.38,77.98,0.07,,93.98,92.84,74.0,91.1,69.86,31.0,,720.0
21886,F,28.43,90.55,54.94,0.02,60.0,57.91,42.14,28.8,75.5,37.5,24.0,,619.0
21887,F,13.71,87.78,76.47,11.38,66.0,90.82,91.57,62.81,85.3,74.39,24.0,,639.0
21888,F,25.58,58.22,6.55,12.41,96.0,62.32,64.02,44.03,61.36,58.31,39.0,,720.0
21889,M,34.36,80.58,88.76,0.11,40.0,79.36,89.57,59.08,71.22,69.95,26.0,,644.0
21890,F,65.6,97.45,99.01,0.15,98.0,99.6,99.86,94.6,98.01,96.73,57.0,,619.0
21891,F,29.12,38.45,80.21,0.04,,73.91,15.77,57.2,52.37,72.87,25.0,,644.0
21892,F,20.67,94.4,64.81,0.08,50.0,96.15,95.9,73.9,88.8,71.87,24.0,,143.0
21893,F,28.43,58.13,76.78,1.34,93.0,74.42,62.96,63.5,56.83,73.73,31.0,,639.0
21894,F,22.85,78.41,56.25,0.96,77.0,97.35,92.34,62.81,67.4,65.2,24.0,,991.0
21895,F,25.58,43.34,49.1,0.09,,71.65,45.07,61.3,53.15,68.0,24.0,,619.0
21896,F,49.72,81.03,85.37,0.11,,59.41,44.16,30.9,86.4,40.73,71.0,,509.0
21897,F,57.0,62.53,74.18,0.1,73.0,52.59,39.26,35.45,56.01,58.5,41.0,,644.0
21898,M,58.47,85.23,82.64,0.45,54.0,92.88,97.36,73.44,82.77,70.65,52.0,,644.0
21899,M,46.19,78.56,37.38,0.09,69.0,48.05,49.22,10.4,66.61,19.39,42.0,,1078.0
21900,F,39.65,90.58,29.1,0.05,75.0,74.84,78.92,61.7,74.82,48.19,43.0,,1055.0
21901,F,28.43,67.08,67.25,2.43,85.0,66.04,65.98,58.14,58.4,67.0,25.0,,143.0
21902,F,22.85,61.39,68.64,1.03,64.0,73.6,75.33,59.08,52.76,69.06,26.0,,603.0
21903,F,55.22,92.09,58.38,0.07,,72.93,68.1,40.8,88.6,56.03,33.0,,619.0
21904,F,25.58,73.77,99.63,0.01,14.0,95.39,99.09,92.2,78.91,92.1,41.0,African-American,1102.0
21905,F,39.65,58.04,75.14,0.04,,59.56,53.23,73.5,72.07,69.27,41.0,Caucasian,1078.0
21906,F,9.61,93.29,18.29,0.02,28.0,87.32,86.44,19.08,91.47,7.63,50.0,African-American,901.0
21907,M,51.94,90.5,99.37,0.03,70.0,96.23,92.25,94.2,89.62,91.01,54.0,Caucasian,1102.0
21908,M,65.48,85.74,93.48,0.01,89.0,68.48,89.29,86.9,66.68,80.16,62.0,African-American,862.0
21909,M,59.09,88.58,85.66,0.06,71.0,79.06,90.65,87.7,65.77,75.69,57.0,African-American,862.0
21910,F,75.9,97.13,99.76,0.03,71.0,98.95,99.77,84.33,94.74,98.25,49.0,Hispanic,862.0
21911,F,35.94,86.33,98.65,0.1,46.0,94.9,97.85,93.8,86.23,89.89,50.0,African-American,1102.0
21912,F,53.62,97.01,99.16,0.27,59.0,99.28,93.11,79.05,96.39,91.03,45.0,Arab-Muslim,1111.0
21913,F,55.22,91.6,19.07,1.94,,95.4,82.18,48.6,92.16,16.59,72.0,Caucasian,862.0
21914,F,49.92,64.14,71.09,3.85,73.0,49.0,45.57,44.45,59.98,62.93,58.0,Caucasian,751.0
21915,F,34.36,57.14,32.0,0.65,,46.79,44.29,9.95,55.68,14.43,48.0,Hispanic,1102.0
21916,F,39.65,88.18,35.24,0.03,84.0,83.27,84.91,53.37,75.75,56.71,39.0,Caucasian,901.0
21917,F,52.94,89.98,19.24,0.38,99.0,64.23,82.34,21.1,92.46,11.04,50.0,Caucasian,862.0
21918,M,43.46,85.59,41.31,0.0,49.0,66.18,74.64,13.6,64.32,20.86,28.0,African-American,862.0
21919,M,63.5,89.72,98.52,0.03,61.0,95.53,98.85,92.6,91.38,87.76,43.0,Caucasian,862.0
21920,M,51.94,81.64,66.61,0.01,,52.72,49.31,11.0,67.71,18.7,55.0,Caucasian,751.0
21921,M,43.13,51.7,17.1,0.09,,45.23,32.05,8.84,53.85,6.39,80.0,Asian,1102.0
21922,M,52.94,53.92,52.52,0.03,21.0,79.15,64.32,75.42,51.15,72.31,53.0,Caucasian,901.0
21923,M,28.43,77.96,29.6,0.07,49.0,77.47,67.21,33.23,78.91,48.95,25.0,,619.0
21924,M,28.43,67.97,10.7,0.07,45.0,78.1,58.45,9.18,77.95,8.09,25.0,,619.0
21925,M,17.93,81.73,57.2,0.16,80.0,83.39,96.09,84.5,57.65,70.77,54.0,,603.0
21926,F,46.19,41.0,34.45,0.0,,54.24,28.61,10.3,58.05,12.13,31.0,,1055.0
21927,M,49.72,45.66,98.21,0.03,,48.38,79.94,84.7,50.64,91.07,38.0,,619.0
21928,U,52.94,58.9,55.01,0.08,,56.8,28.35,59.4,55.59,61.04,67.0,,509.0
21929,M,28.43,91.79,80.84,0.02,76.0,86.72,92.04,73.9,71.45,72.46,25.0,,644.0
21930,F,59.11,69.17,35.65,0.55,,56.05,53.38,65.1,51.74,66.14,71.0,,143.0
21931,M,34.36,82.77,29.74,0.06,40.0,84.46,63.3,36.46,82.17,57.43,29.0,,143.0
21932,M,20.67,68.88,28.51,0.07,35.0,71.78,59.98,14.1,80.31,12.11,24.0,,639.0
21933,F,59.11,67.69,66.19,0.11,,61.34,65.48,51.5,68.96,61.78,50.0,,644.0
21934,M,22.85,65.09,29.86,2.06,62.0,68.44,55.76,11.98,56.87,30.59,25.0,,991.0
21935,F,39.65,83.51,21.41,3.86,71.0,82.48,47.76,8.92,84.71,25.76,32.0,,603.0
21936,M,65.48,79.33,89.21,0.08,,72.93,91.63,66.98,71.39,88.51,51.0,,1055.0
21937,M,55.22,55.66,95.84,0.1,,20.13,5.48,85.0,58.96,89.53,58.0,,1055.0
21938,F,55.22,96.73,98.95,0.32,88.0,99.35,97.82,96.1,97.11,96.03,69.0,,509.0
21939,M,59.11,57.82,59.29,0.24,,49.82,32.43,59.8,51.61,61.64,69.0,,619.0
21940,M,53.31,60.91,60.61,0.04,,39.62,34.01,47.6,51.08,61.3,50.0,,644.0
21941,F,49.72,90.69,75.13,0.27,,97.77,97.66,88.5,88.96,85.77,60.0,,143.0
21942,F,28.43,63.76,29.4,0.01,85.0,53.11,33.32,8.24,57.96,23.71,30.0,,991.0
21943,M,58.47,74.05,83.06,0.12,,50.03,50.16,81.0,65.41,75.29,79.0,,511.0
21944,F,18.9,77.36,30.78,4.55,54.0,61.29,58.18,11.82,71.41,9.93,26.0,,1111.0
21945,F,28.43,77.04,74.96,0.13,93.0,96.77,34.38,27.6,75.99,36.26,45.0,,991.0
21946,M,37.41,94.21,98.62,0.03,14.0,95.03,96.76,83.34,89.82,85.59,43.0,,119.0
21947,F,39.65,92.77,76.19,0.08,,97.41,86.95,78.7,88.52,73.37,40.0,,143.0
21948,F,26.91,93.98,99.35,0.11,70.0,98.49,98.23,94.4,95.16,95.23,55.0,,1086.0
21949,F,24.76,88.44,58.68,2.05,53.0,78.89,69.95,41.23,75.65,62.53,26.0,,1112.0
21950,F,59.11,95.27,98.89,0.27,84.0,98.7,99.23,90.5,95.54,87.49,33.0,,991.0
21951,M,21.24,81.42,59.15,0.14,,79.95,86.49,74.8,56.99,65.24,26.0,,720.0
21952,F,34.36,44.89,43.99,0.27,,69.52,37.36,10.8,61.11,30.17,25.0,,1111.0
21953,F,25.77,88.86,73.41,71.24,37.0,93.42,72.05,77.52,90.86,73.43,73.0,,119.0
21954,F,48.05,93.26,97.12,0.23,98.0,95.65,97.8,91.1,85.56,89.11,34.0,,1112.0
21955,M,28.43,76.05,64.9,0.28,,67.54,71.52,55.6,67.81,61.31,57.0,,1111.0
21956,M,23.27,59.44,28.42,0.03,,65.37,44.92,32.0,68.52,50.17,25.0,,720.0
21957,F,28.43,63.38,33.28,0.42,,64.3,45.15,9.18,58.7,8.12,25.0,,991.0
21958,F,25.9,92.91,49.31,1.89,83.0,91.47,89.64,65.79,92.46,74.82,29.0,,991.0
21959,F,25.77,75.13,71.57,10.9,81.0,66.34,69.46,63.5,61.83,66.41,32.0,,119.0
21960,F,65.48,78.03,18.02,0.07,,57.47,84.94,29.0,79.57,46.96,37.0,,511.0
21961,M,56.65,93.13,51.97,0.16,39.0,98.04,62.37,15.5,90.27,19.63,58.0,,1112.0
21962,M,28.43,80.71,11.8,0.44,81.0,67.7,64.37,12.96,74.03,6.04,39.0,,991.0
21963,M,65.48,58.4,24.43,0.15,,46.34,43.72,9.9,50.34,1.89,34.0,Asian,862.0
21964,M,33.7,70.85,64.73,0.04,74.0,92.4,96.79,74.52,82.26,67.92,40.0,Caucasian,1102.0
21965,F,41.04,43.75,39.29,0.05,,38.93,46.31,10.4,52.31,14.0,28.0,African-American,772.0
21966,F,25.77,86.45,95.38,0.08,82.0,95.73,92.22,88.5,94.35,84.08,28.0,Caucasian,772.0
21967,M,58.47,61.38,56.44,0.19,,47.41,51.47,38.0,76.43,51.34,40.0,Caucasian,862.0
21968,F,65.48,90.23,50.16,0.13,,87.18,92.19,59.3,88.73,53.34,39.0,Caucasian,862.0
21969,M,55.22,75.23,9.09,0.08,39.0,60.24,52.43,0.0,50.01,7.12,99.0,Caucasian,751.0
21970,F,41.04,95.07,95.46,0.16,74.0,98.18,96.97,75.65,94.98,82.63,28.0,Caucasian,1078.0
21971,M,39.65,77.01,69.89,0.01,,68.01,56.31,72.0,78.97,61.92,37.0,Caucasian,751.0
21972,M,25.77,93.51,98.52,0.05,72.0,95.43,94.75,80.1,90.83,92.67,28.0,,901.0
21973,F,20.44,44.03,22.93,0.06,,63.73,67.96,15.5,57.44,11.71,77.0,,1078.0
21974,M,18.9,86.23,72.93,8.15,46.0,91.18,75.08,58.14,81.54,64.86,25.0,,901.0
21975,F,61.89,70.7,51.86,1.67,92.0,57.02,65.48,37.48,64.35,56.17,29.0,,803.0
21976,F,49.72,83.87,17.65,0.32,74.0,83.55,79.87,12.66,84.59,18.7,46.0,,772.0
21977,M,43.13,72.32,14.59,23.98,54.0,53.77,38.48,9.35,73.99,17.07,40.0,,901.0
21978,M,43.46,57.77,34.63,0.11,,55.26,43.29,10.3,65.48,14.89,37.0,,1078.0
21979,M,22.64,55.97,31.39,0.05,,45.82,28.38,10.1,67.9,15.34,25.0,,803.0
21980,F,46.19,95.13,98.04,0.06,,98.91,95.91,82.71,94.92,82.97,39.0,,901.0
21981,F,25.77,72.23,28.68,0.09,54.0,71.45,55.93,11.98,57.72,10.09,25.0,Uncoded,862.0
21982,F,22.85,87.25,72.67,1.55,71.0,97.49,77.24,57.97,90.33,64.16,24.0,,991.0
21983,F,61.89,94.34,98.24,0.12,,97.64,96.87,93.4,93.86,86.23,48.0,,644.0
21984,F,51.94,58.71,42.57,0.17,,55.09,47.71,41.73,56.16,63.77,47.0,,751.0
21985,M,55.22,86.71,75.11,10.19,,41.51,76.07,77.22,84.27,77.25,74.0,,893.0
21986,M,58.47,92.01,91.5,0.97,53.0,87.93,91.72,75.65,92.2,84.8,28.0,,619.0
21987,F,46.19,97.07,97.04,0.54,97.0,99.16,98.96,81.45,96.15,86.75,32.0,,644.0
21988,F,39.65,88.56,2.64,0.02,,90.21,45.29,10.8,80.7,0.53,36.0,,644.0
21989,F,22.85,77.63,28.8,10.77,94.0,61.63,56.58,11.56,62.59,8.14,28.0,,991.0
21990,F,28.43,69.49,35.36,0.69,40.0,88.18,40.68,9.18,84.98,6.44,24.0,,720.0
21991,F,28.43,93.22,78.71,0.01,70.0,96.67,88.71,75.3,91.05,76.65,27.0,,619.0
21992,F,33.7,61.3,33.93,16.49,,44.69,42.08,34.26,61.52,48.89,33.0,Uncoded,991.0
21993,M,20.37,51.78,12.22,37.02,56.0,36.71,40.75,38.0,50.06,56.87,40.0,,603.0
21994,F,61.89,58.06,61.15,0.34,,56.36,41.88,10.3,59.66,14.24,40.0,,720.0
21995,F,33.7,72.05,31.28,21.66,77.0,58.77,53.12,37.48,63.35,55.12,29.0,,751.0
21996,F,15.5,88.79,50.24,0.05,63.0,97.54,89.34,75.8,89.56,65.09,27.0,,619.0
21997,M,20.67,58.82,36.94,0.2,,49.34,28.14,9.8,59.17,9.62,28.0,,603.0
21998,F,43.46,64.04,34.94,4.61,88.0,72.13,64.67,61.71,75.23,66.21,30.0,,751.0
21999,M,28.43,62.71,33.56,0.67,51.0,59.14,74.6,33.23,56.02,51.49,24.0,,644.0
22000,M,28.43,93.19,77.0,0.05,80.0,97.2,90.71,62.81,92.46,72.08,24.0,,644.0
22001,F,35.94,92.78,75.78,2.84,96.0,97.45,85.9,70.97,93.35,84.87,43.0,,1055.0
22002,F,34.36,95.72,97.4,0.17,53.0,97.78,98.63,74.29,95.26,24.87,25.0,,1086.0
22003,F,39.65,64.33,60.93,0.02,47.0,61.52,36.9,8.42,52.95,17.43,34.0,,720.0
22004,M,28.43,87.41,26.47,17.17,79.0,50.41,43.87,11.98,80.5,10.5,36.0,Hispanic,1111.0
22005,F,39.65,38.31,66.33,0.08,,52.75,21.03,29.7,51.49,31.08,63.0,Caucasian,511.0
22006,M,61.89,93.73,98.55,8.22,31.0,99.3,92.27,80.07,96.3,92.28,54.0,Hispanic,1078.0
22007,F,18.9,80.29,3.09,0.61,49.0,73.8,51.93,12.07,76.94,8.81,38.0,Caucasian,1078.0
22008,M,28.43,90.73,59.53,0.01,62.0,96.1,83.04,34.83,91.3,23.95,60.0,Caucasian,991.0
22009,F,28.43,70.99,77.17,0.94,50.0,88.55,86.3,67.23,69.27,84.21,31.0,Hispanic,547.0
22010,F,28.43,84.89,84.98,0.02,81.0,89.72,88.23,78.5,85.11,84.11,30.0,Caucasian,1112.0
22011,M,51.94,77.15,55.55,0.03,79.0,71.1,76.75,70.7,63.86,66.8,28.0,African-American,119.0
22012,F,56.65,87.14,87.08,0.0,93.0,84.74,94.56,76.6,75.6,86.22,29.0,Caucasian,119.0
22013,M,35.94,86.47,98.03,0.01,99.0,91.29,95.73,88.5,88.91,82.27,28.0,Caucasian,1086.0
22014,M,34.36,87.29,62.42,3.95,86.0,80.49,74.7,61.11,87.21,15.72,29.0,Hispanic,1086.0
22015,F,18.9,86.86,87.77,0.07,,94.94,90.22,64.71,92.4,73.66,28.0,Caucasian,1086.0
22016,M,34.36,81.33,44.29,0.09,,40.5,50.69,48.5,88.18,55.71,46.0,Caucasian,1078.0
22017,F,28.43,62.83,40.89,0.02,63.0,65.92,74.43,14.9,81.83,26.77,46.0,Caucasian,547.0
22018,F,63.5,90.65,99.19,0.04,96.0,97.12,98.16,91.7,91.87,93.99,38.0,Caucasian,1111.0
22019,F,56.65,77.4,36.14,0.25,66.0,80.03,86.12,58.86,71.53,59.27,49.0,Caucasian,119.0
22020,F,58.47,82.33,59.59,0.12,,48.71,59.67,39.5,69.05,50.4,33.0,Caucasian,720.0
22021,F,14.15,76.8,13.83,0.49,53.0,81.19,82.23,75.7,74.61,53.31,75.0,,751.0
22022,F,63.5,95.17,98.91,0.01,72.0,95.83,93.6,82.35,91.08,86.55,36.0,,893.0
22023,M,53.31,95.1,99.24,0.02,48.0,99.16,98.81,90.8,95.83,94.14,34.0,,991.0
22024,F,34.36,79.06,56.38,1.77,88.0,82.94,77.65,53.55,79.15,52.71,51.0,,991.0
22025,F,56.65,87.46,98.66,0.26,,88.13,91.4,95.8,88.42,84.78,78.0,,619.0
22026,F,58.47,90.15,96.3,4.82,93.0,96.34,96.76,93.4,90.75,89.69,48.0,,619.0
22027,F,28.43,81.19,52.14,0.03,,79.43,96.0,73.9,62.11,72.01,24.0,,619.0
22028,F,39.65,92.72,49.73,0.21,84.0,97.47,86.02,56.97,89.66,61.67,46.0,,1055.0
22029,M,28.43,65.24,63.33,1.34,62.0,69.14,61.05,46.1,51.52,65.71,42.0,,143.0
22030,F,34.36,82.9,27.1,16.11,76.0,87.65,66.33,16.23,84.92,13.69,26.0,,509.0
22031,F,35.94,59.61,44.12,0.93,,67.3,43.34,64.0,64.96,59.51,69.0,,603.0
22032,F,39.65,79.08,97.93,2.15,,74.92,85.69,90.8,84.61,88.24,55.0,,893.0
22033,F,28.43,83.52,90.75,3.05,70.0,90.34,84.61,61.88,91.31,72.95,30.0,,639.0
22034,F,58.47,89.73,14.58,0.49,76.0,77.96,76.5,50.6,70.82,55.51,37.0,,143.0
22035,F,53.31,73.05,28.61,0.34,75.0,68.73,55.19,12.07,77.44,8.82,37.0,,644.0
22036,M,28.43,93.91,83.15,4.32,52.0,97.33,89.01,55.76,95.13,42.95,25.0,,603.0
22037,F,28.43,89.51,85.01,4.36,60.0,96.45,94.61,74.29,92.6,70.6,24.0,,619.0
22038,U,58.47,31.23,77.74,0.1,,55.15,35.02,81.8,52.86,76.86,65.0,,619.0
22039,M,65.48,96.03,96.91,0.06,86.0,98.86,98.87,94.6,96.38,88.44,57.0,,619.0
22040,F,39.65,90.07,71.24,12.85,88.0,57.44,68.74,67.32,81.85,69.23,41.0,,893.0
22041,M,34.36,87.63,45.14,0.04,,81.17,72.93,53.0,77.76,66.93,41.0,Caucasian,119.0
22042,M,28.43,81.02,63.63,10.13,60.0,75.69,53.6,43.52,82.19,13.87,38.0,Hispanic,991.0
22043,F,58.47,90.45,74.34,4.39,,69.12,57.34,45.56,83.18,50.55,54.0,,991.0
22044,F,25.77,95.3,91.78,0.11,61.0,96.12,98.91,69.8,94.58,87.87,26.0,,1112.0
22045,M,40.43,61.91,83.13,0.05,93.0,74.75,66.55,64.34,54.2,75.41,34.0,,119.0
22046,F,25.77,82.5,87.44,47.22,,75.17,82.32,73.1,83.84,72.38,50.0,,119.0
22047,M,25.58,80.53,80.68,0.01,66.0,96.97,91.44,61.83,91.56,72.21,25.0,,511.0
22048,M,55.22,81.27,99.09,0.24,41.0,95.53,97.58,92.6,83.99,91.47,42.0,,511.0
22049,M,25.77,93.69,96.8,25.93,75.0,97.42,98.56,78.88,94.54,81.99,44.0,,624.0
22050,M,22.85,64.64,24.48,0.24,72.0,90.7,49.31,60.5,75.08,45.82,64.0,,1112.0
22051,F,25.77,72.27,29.93,5.69,95.0,43.44,49.59,36.38,56.89,51.73,37.0,,624.0
22052,M,25.58,75.95,53.14,4.82,55.0,79.73,35.39,8.59,79.19,16.49,25.0,,1112.0
22053,F,23.27,67.25,22.6,11.58,74.0,63.41,48.61,11.82,68.15,2.7,26.0,,751.0
22054,M,33.7,58.2,57.18,0.08,,48.16,66.53,43.4,54.4,63.96,37.0,,1111.0
22055,F,28.43,82.97,26.41,46.38,74.0,67.96,55.34,56.27,84.15,49.34,61.0,,991.0
22056,M,14.19,42.53,74.35,0.07,37.0,90.48,98.63,87.4,59.9,75.04,25.0,,991.0
22057,F,39.65,80.99,16.19,18.51,78.0,87.65,47.98,9.95,87.16,9.28,55.0,,991.0
22058,F,25.77,82.35,37.49,1.94,85.0,88.43,56.41,34.34,83.55,44.92,26.0,,1078.0
22059,F,31.09,88.42,77.58,4.32,76.0,93.26,85.58,65.11,89.37,69.46,29.0,,119.0
22060,F,58.47,51.67,90.59,0.09,,48.95,51.99,65.5,65.36,79.54,34.0,,720.0
22061,F,25.9,60.62,70.67,2.59,,68.35,73.68,58.14,54.48,64.62,24.0,,624.0
22062,F,25.77,95.03,96.11,0.06,,98.16,91.81,75.05,95.71,84.08,27.0,Caucasian,1086.0
22063,M,59.11,21.35,33.1,0.03,,29.06,39.78,30.94,57.02,64.49,33.0,Caucasian,143.0
22064,F,43.13,85.83,23.67,2.68,72.0,62.93,58.82,48.36,80.35,48.35,47.0,Hispanic,119.0
22065,F,35.04,94.35,2.01,39.28,,53.27,90.9,34.68,96.85,1.29,76.0,Hispanic,509.0
22066,F,35.94,24.06,54.71,20.7,,23.27,22.64,65.45,65.29,77.76,37.0,Hispanic,119.0
22067,F,34.36,75.4,69.88,0.04,,90.36,90.17,75.3,74.97,83.46,27.0,Caucasian,991.0
22068,F,49.72,95.63,97.29,0.11,98.0,98.81,98.77,90.5,95.71,85.4,33.0,Caucasian,119.0
22069,F,17.93,80.78,21.45,2.42,59.0,58.26,63.51,38.93,79.05,53.83,31.0,Hispanic,1112.0
22070,M,22.85,80.9,24.19,0.04,,48.54,60.07,34.94,50.89,51.73,27.0,Caucasian,624.0
22071,F,28.43,73.69,79.44,0.07,57.0,79.19,82.62,75.8,73.31,70.61,27.0,African-American,119.0
22072,F,34.36,75.95,66.15,0.04,67.0,42.75,20.52,51.8,69.69,58.58,51.0,Caucasian,511.0
